id,Municipality,ref: ISTAT,year,Waste type,Quantity,category
12843,,4022236,2022,Selective Collection (t),12.441,
12844,22237,4022237,2022,Selective Collection (t),1.914,
12845,22005,4022005,2022,Selective Collection (t),344,
12846,22006,4022006,2022,Selective Collection (t),27.263,
12847,22007,4022007,2022,Selective Collection (t),7.214,
12848,,4022009,2022,Selective Collection (t),12.733,
12849,22011,4022011,2022,Selective Collection (t),3.724,
12850,22013,4022013,2022,Selective Collection (t),5.31,
12851,22015,4022015,2022,Selective Collection (t),1.384,
12852,22017,4022017,2022,Selective Collection (t),3.764,
12853,22018,4022018,2022,Selective Collection (t),0.995,
12854,22021,4022021,2022,Selective Collection (t),1.703,
12855,22238,4022238,2022,Selective Collection (t),4.789,
12856,,4022252,2022,Selective Collection (t),9.583,
12857,22239,4022239,2022,Selective Collection (t),1.775,
12858,22022,4022022,2022,Selective Collection (t),24.242,
12859,22025,4022025,2022,Selective Collection (t),6.26,
12860,22026,4022026,2022,Selective Collection (t),0.876,
12861,22029,4022029,2022,Selective Collection (t),1.86,
12862,22032,4022032,2022,Selective Collection (t),4.972,
12863,22033,4022033,2022,Selective Collection (t),2.399,
12864,22034,4022034,2022,Selective Collection (t),1063,
12865,22035,4022035,2022,Selective Collection (t),1.519,
12866,22036,4022036,2022,Selective Collection (t),1.651,
12867,22037,4022037,2022,Selective Collection (t),5.268,
12868,22038,4022038,2022,Selective Collection (t),3.658,
12869,22039,4022039,2022,Selective Collection (t),779,
12870,22040,4022040,2022,Selective Collection (t),1.573,
12871,22042,4022042,2022,Selective Collection (t),2.736,
12872,22043,4022043,2022,Selective Collection (t),1.515,
12873,22045,4022045,2022,Selective Collection (t),0.554,
12874,22240,4022240,2022,Selective Collection (t),9.705,
12875,22048,4022048,2022,Selective Collection (t),3.705,
12876,22047,4022047,2022,Selective Collection (t),6.619,
12877,22049,4022049,2022,Selective Collection (t),3.229,
12878,22050,4022050,2022,Selective Collection (t),20.325,
12879,22051,4022051,2022,Selective Collection (t),4.1,
12880,22052,4022052,2022,Selective Collection (t),1.856,
12881,22053,4022053,2022,Selective Collection (t),3.938,
12882,22054,4022054,2022,Selective Collection (t),0.407,
12883,22241,4022241,2022,Selective Collection (t),4.684,
12884,22058,4022058,2022,Selective Collection (t),1.561,
12885,22059,4022059,2022,Selective Collection (t),193,
12886,22060,4022060,2022,Selective Collection (t),16,
12887,22061,4022061,2022,Selective Collection (t),9.883,
12888,22062,4022062,2022,Selective Collection (t),25.404,
12889,22228,4022228,2022,Selective Collection (t),7.764,
12890,22064,4022064,2022,Selective Collection (t),2.801,
12891,,4022242,2022,Selective Collection (t),4.982,
12892,22068,4022068,2022,Selective Collection (t),2.375,
12893,22071,4022071,2022,Selective Collection (t),1.48,
12894,22074,4022074,2022,Selective Collection (t),4.381,
12895,22233,4022233,2022,Selective Collection (t),536,
12896,22078,4022078,2022,Selective Collection (t),1.799,
12897,22079,4022079,2022,Selective Collection (t),7.618,
12898,22081,4022081,2022,Selective Collection (t),2.29,
12899,,4022083,2022,Selective Collection (t),2.608,
12900,,4022085,2022,Selective Collection (t),1.133,
12901,22087,4022087,2022,Selective Collection (t),6.88,
12902,22089,4022089,2022,Selective Collection (t),3.19,
12903,,4022090,2022,Selective Collection (t),0.828,
12904,22091,4022091,2022,Selective Collection (t),0.827,
12905,22092,4022092,2022,Selective Collection (t),5.701,
12906,22093,4022093,2022,Selective Collection (t),2.204,
12907,22095,4022095,2022,Selective Collection (t),613,
12908,22097,4022097,2022,Selective Collection (t),2.938,
12909,22098,4022098,2022,Selective Collection (t),5.446,
12910,22102,4022102,2022,Selective Collection (t),2.892,
12911,22103,4022103,2022,Selective Collection (t),2638,
12912,22229,4022229,2022,Selective Collection (t),14.976,
12913,22104,4022104,2022,Selective Collection (t),23.183,
12914,22106,4022106,2022,Selective Collection (t),2.634,
12915,22108,4022108,2022,Selective Collection (t),128,
12916,,4022109,2022,Selective Collection (t),0.81,
12917,22243,4022243,2022,Selective Collection (t),4.429,
12918,,4022110,2022,Selective Collection (t),4.371,
12919,22112,4022112,2022,Selective Collection (t),0.348,
12920,22113,4022113,2022,Selective Collection (t),0.493,
12921,22114,4022114,2022,Selective Collection (t),3.276,
12922,22115,4022115,2022,Selective Collection (t),3.927,
12923,22116,4022116,2022,Selective Collection (t),6.612,
12924,22117,4022117,2022,Selective Collection (t),11.957,
12925,22118,4022118,2022,Selective Collection (t),6.797,
12926,22120,4022120,2022,Selective Collection (t),2.13,
12927,22123,4022123,2022,Selective Collection (t),14.74,
12928,22124,4022124,2022,Selective Collection (t),5.152,
12929,22127,4022127,2022,Selective Collection (t),2.204,
12930,22128,4022128,2022,Selective Collection (t),1.441,
12931,22129,4022129,2022,Selective Collection (t),3.286,
12932,22253,4022253,2022,Selective Collection (t),12.688,
12933,22130,4022130,2022,Selective Collection (t),2.349,
12934,22131,4022131,2022,Selective Collection (t),2.231,
12935,,4022133,2022,Selective Collection (t),0.394,
12936,,4022134,2022,Selective Collection (t),2.429,
12937,22136,4022136,2022,Selective Collection (t),2.776,
12938,22137,4022137,2022,Selective Collection (t),2.118,
12939,22138,4022138,2022,Selective Collection (t),107,
12940,22139,4022139,2022,Selective Collection (t),56.807,
12941,,4022234,2022,Selective Collection (t),3.564,
12942,22142,4022142,2022,Selective Collection (t),2.349,
12943,22143,4022143,2022,Selective Collection (t),15.841,
12944,22144,4022144,2022,Selective Collection (t),3.336,
12945,,4022244,2022,Selective Collection (t),4.536,
12946,22230,4022230,2022,Selective Collection (t),24.597,
12947,22147,4022147,2022,Selective Collection (t),1453,
12948,,4022245,2022,Selective Collection (t),21.574,
12949,22150,4022150,2022,Selective Collection (t),3.227,
12950,22153,4022153,2022,Selective Collection (t),27.597,
12951,22155,4022155,2022,Selective Collection (t),5.202,
12952,22156,4022156,2022,Selective Collection (t),8.948,
12953,22157,4022157,2022,Selective Collection (t),1.338,
12954,22135,4022135,2022,Selective Collection (t),199,
12955,22159,4022159,2022,Selective Collection (t),1.887,
12956,,4022160,2022,Selective Collection (t),2.623,
12957,22161,4022161,2022,Selective Collection (t),78.797,
12958,,4022162,2022,Selective Collection (t),1.562,
12959,22163,4022163,2022,Selective Collection (t),2.951,
12960,22164,4022164,2022,Selective Collection (t),0.469,
12961,22165,4022165,2022,Selective Collection (t),1.609,
12962,22231,4022231,2022,Selective Collection (t),4.311,
12963,,4022167,2022,Selective Collection (t),4.282,
12964,,4022168,2022,Selective Collection (t),2.692,
12965,22169,4022169,2022,Selective Collection (t),3.247,
12966,22170,4022170,2022,Selective Collection (t),3.128,
12967,22171,4022171,2022,Selective Collection (t),403,
12968,22172,4022172,2022,Selective Collection (t),2.599,
12969,22246,4022246,2022,Selective Collection (t),7.326,
12970,,4022250,2022,Selective Collection (t),706,
12971,22173,4022173,2022,Selective Collection (t),1.369,
12972,,4022176,2022,Selective Collection (t),1.225,
12973,22177,4022177,2022,Selective Collection (t),1.527,
12974,22179,4022179,2022,Selective Collection (t),3.216,
12975,22180,4022180,2022,Selective Collection (t),1.853,
12976,22181,4022181,2022,Selective Collection (t),2.51,
12977,22182,4022182,2022,Selective Collection (t),3.165,
12978,22183,4022183,2022,Selective Collection (t),1137,
12979,22184,4022184,2022,Selective Collection (t),1.503,
12980,22188,4022188,2022,Selective Collection (t),5.705,
12981,22189,4022189,2022,Selective Collection (t),1.816,
12982,22190,4022190,2022,Selective Collection (t),2.591,
12983,22191,4022191,2022,Selective Collection (t),3.699,
12984,22193,4022193,2022,Selective Collection (t),0.806,
12985,,4022251,2022,Selective Collection (t),563,
12986,22195,4022195,2022,Selective Collection (t),1.84,
12987,22196,4022196,2022,Selective Collection (t),9.665,
12988,22199,4022199,2022,Selective Collection (t),939,
12989,22200,4022200,2022,Selective Collection (t),4.517,
12990,22202,4022202,2022,Selective Collection (t),2.1,
12991,22203,4022203,2022,Selective Collection (t),0.829,
12992,22247,4022247,2022,Selective Collection (t),4.228,
12993,22205,4022205,2022,Selective Collection (t),210.237,
12994,22232,4022232,2022,Selective Collection (t),2.893,
12995,22209,4022209,2022,Selective Collection (t),1.263,
12996,22210,4022210,2022,Selective Collection (t),2.983,
12997,22248,4022248,2022,Selective Collection (t),7.139,
12998,22213,4022213,2022,Selective Collection (t),2.629,
12999,,4022216,2022,Selective Collection (t),0.513,
13000,,4022249,2022,Selective Collection (t),16.637,
13001,22222,4022222,2022,Selective Collection (t),8.317,
13002,22254,4022254,2022,Selective Collection (t),7.988,
13003,22224,4022224,2022,Selective Collection (t),6.992,
13004,22226,4022226,2022,Selective Collection (t),5.102,
13005,22001,4022001,2014,Textiles (t),3479,6
13006,22002,4022002,2014,Textiles (t),1.6,6
13007,22003,4022003,2014,Textiles (t),7.9,6
13008,,4022004,2014,Textiles (t),0.286,6
13009,22005,4022005,2014,Textiles (t),1.693,6
13010,22006,4022006,2014,Textiles (t),8.373,6
13011,22007,4022007,2014,Textiles (t),15.66,6
13012,,4022009,2014,Textiles (t),7.187,6
13013,22011,4022011,2014,Textiles (t),1.985,6
13014,,4022012,2014,Textiles (t),0.367,6
13015,22013,4022013,2014,Textiles (t),6.32,6
13016,22015,4022015,2014,Textiles (t),0.185,6
13017,22017,4022017,2014,Textiles (t),5.799,6
13018,22018,4022018,2014,Textiles (t),1.278,6
13019,,4022019,2014,Textiles (t),1.239,6
13020,,4022020,2014,Textiles (t),1.219,6
13021,22021,4022021,2014,Textiles (t),1.195,6
13022,22022,4022022,2014,Textiles (t),2.594,6
13023,,4022023,2014,Textiles (t),0.805,6
13024,,4022024,2014,Textiles (t),176,6
13025,22025,4022025,2014,Textiles (t),17.255,6
13026,22026,4022026,2014,Textiles (t),0.254,6
13027,,4022027,2014,Textiles (t),0.764,6
13028,,4022028,2014,Textiles (t),0.122,6
13029,22029,4022029,2014,Textiles (t),1.537,6
13030,,4022030,2014,Textiles (t),0.343,6
13031,,4022031,2014,Textiles (t),1.509,6
13032,22032,4022032,2014,Textiles (t),1.602,6
13033,22033,4022033,2014,Textiles (t),2.924,6
13034,22034,4022034,2014,Textiles (t),356,6
13035,22035,4022035,2014,Textiles (t),8.2,6
13036,22036,4022036,2014,Textiles (t),0.503,6
13037,22037,4022037,2014,Textiles (t),1.455,6
13038,22038,4022038,2014,Textiles (t),105,6
13039,22039,4022039,2014,Textiles (t),4.17,6
13040,22040,4022040,2014,Textiles (t),1.206,6
13041,,4022041,2014,Textiles (t),3.631,6
13042,22042,4022042,2014,Textiles (t),3.542,6
13043,22043,4022043,2014,Textiles (t),0.192,6
13044,22045,4022045,2014,Textiles (t),0.349,6
13045,,4022046,2014,Textiles (t),0.684,6
13046,22048,4022048,2014,Textiles (t),0.568,6
13047,22047,4022047,2014,Textiles (t),4.97,6
13048,22049,4022049,2014,Textiles (t),0.39,6
13049,22050,4022050,2014,Textiles (t),10.266,6
13050,22051,4022051,2014,Textiles (t),1.309,6
13051,22052,4022052,2014,Textiles (t),0.91,6
13052,22053,4022053,2014,Textiles (t),2.78,6
13053,22054,4022054,2014,Textiles (t),0.589,6
13054,,4022055,2014,Textiles (t),2.438,6
13055,,4022056,2014,Textiles (t),0.628,6
13056,,4022057,2014,Textiles (t),0.701,6
13057,22058,4022058,2014,Textiles (t),1.695,6
13058,22059,4022059,2014,Textiles (t),0.155,6
13059,22060,4022060,2014,Textiles (t),0.308,6
13060,22061,4022061,2014,Textiles (t),4.555,6
13061,22062,4022062,2014,Textiles (t),6.761,6
13062,,4022063,2014,Textiles (t),0.717,6
13063,22228,4022228,2014,Textiles (t),7.95,6
13064,22064,4022064,2014,Textiles (t),3.491,6
13065,,4022066,2014,Textiles (t),5.559,6
13066,,4022067,2014,Textiles (t),214,6
13067,22068,4022068,2014,Textiles (t),2.343,6
13068,,4022069,2014,Textiles (t),0.601,6
13069,,4022070,2014,Textiles (t),1.606,6
13070,22071,4022071,2014,Textiles (t),0.422,6
13071,,4022072,2014,Textiles (t),0.797,6
13072,,4022073,2014,Textiles (t),0.892,6
13073,22074,4022074,2014,Textiles (t),1.254,6
13074,,4022075,2014,Textiles (t),3.957,6
13075,,4022076,2014,Textiles (t),0.333,6
13076,,4022077,2014,Textiles (t),0.79,6
13077,22079,4022079,2014,Textiles (t),0.27,6
13078,,4022080,2014,Textiles (t),1.625,6
13079,22081,4022081,2014,Textiles (t),0.52,6
13080,,4022082,2014,Textiles (t),1.157,6
13081,,4022083,2014,Textiles (t),208,6
13082,,4022084,2014,Textiles (t),0.38,6
13083,,4022085,2014,Textiles (t),0.318,6
13084,,4022086,2014,Textiles (t),0.545,6
13085,22087,4022087,2014,Textiles (t),8.354,6
13086,,4022088,2014,Textiles (t),1.663,6
13087,22089,4022089,2014,Textiles (t),1.519,6
13088,,4022090,2014,Textiles (t),0.243,6
13089,22091,4022091,2014,Textiles (t),124,6
13090,22092,4022092,2014,Textiles (t),9.208,6
13091,22093,4022093,2014,Textiles (t),4.315,6
13092,,4022094,2014,Textiles (t),0.122,6
13093,22095,4022095,2014,Textiles (t),0.84,6
13094,,4022096,2014,Textiles (t),0.214,6
13095,22097,4022097,2014,Textiles (t),0.937,6
13096,22098,4022098,2014,Textiles (t),2.672,6
13097,,4022099,2014,Textiles (t),0.125,6
13098,,4022100,2014,Textiles (t),0.408,6
13099,,4022101,2014,Textiles (t),0.48,6
13100,22102,4022102,2014,Textiles (t),4,6
13101,22103,4022103,2014,Textiles (t),15.915,6
13102,22229,4022229,2014,Textiles (t),5.75,6
13103,22104,4022104,2014,Textiles (t),4.712,6
13104,,4022105,2014,Textiles (t),0.725,6
13105,22106,4022106,2014,Textiles (t),0.847,6
13106,22108,4022108,2014,Textiles (t),0.94,6
13107,,4022109,2014,Textiles (t),0.874,6
13108,,4022110,2014,Textiles (t),7.126,6
13109,,4022111,2014,Textiles (t),0.653,6
13110,22112,4022112,2014,Textiles (t),0.392,6
13111,22113,4022113,2014,Textiles (t),0.873,6
13112,22114,4022114,2014,Textiles (t),1.883,6
13113,22115,4022115,2014,Textiles (t),12,6
13114,22116,4022116,2014,Textiles (t),8.259,6
13115,22117,4022117,2014,Textiles (t),7.935,6
13116,22118,4022118,2014,Textiles (t),6.855,6
13117,22120,4022120,2014,Textiles (t),187,6
13118,,4022121,2014,Textiles (t),2.592,6
13119,,4022122,2014,Textiles (t),0.506,6
13120,22123,4022123,2014,Textiles (t),12.393,6
13121,22124,4022124,2014,Textiles (t),1.14,6
13122,,4022125,2014,Textiles (t),0.59,6
13123,,4022126,2014,Textiles (t),3.507,6
13124,22127,4022127,2014,Textiles (t),2.65,6
13125,22128,4022128,2014,Textiles (t),7.433,6
13126,22129,4022129,2014,Textiles (t),0.389,6
13127,22130,4022130,2014,Textiles (t),0.302,6
13128,22131,4022131,2014,Textiles (t),3.964,6
13129,,4022132,2014,Textiles (t),0.791,6
13130,,4022133,2014,Textiles (t),0.123,6
13131,,4022134,2014,Textiles (t),1.784,6
13132,22136,4022136,2014,Textiles (t),4.35,6
13133,22137,4022137,2014,Textiles (t),3.523,6
13134,22138,4022138,2014,Textiles (t),0.583,6
13135,22139,4022139,2014,Textiles (t),34.388,6
13136,,4022140,2014,Textiles (t),5.442,6
13137,22142,4022142,2014,Textiles (t),0.325,6
13138,22143,4022143,2014,Textiles (t),53.155,6
13139,22144,4022144,2014,Textiles (t),3.684,6
13140,,4022145,2014,Textiles (t),2.72,6
13141,,4022146,2014,Textiles (t),0.457,6
13142,22147,4022147,2014,Textiles (t),10.935,6
13143,,4022148,2014,Textiles (t),0.479,6
13144,,4022149,2014,Textiles (t),0.285,6
13145,22150,4022150,2014,Textiles (t),3.182,6
13146,,4022151,2014,Textiles (t),13.183,6
13147,,4022152,2014,Textiles (t),1.207,6
13148,22153,4022153,2014,Textiles (t),8.662,6
13149,,4022154,2014,Textiles (t),0.593,6
13150,22155,4022155,2014,Textiles (t),1.56,6
13151,22156,4022156,2014,Textiles (t),1.154,6
13152,22157,4022157,2014,Textiles (t),0.159,6
13153,,4022158,2014,Textiles (t),2.878,6
13154,22135,4022135,2014,Textiles (t),3.701,6
13155,22159,4022159,2014,Textiles (t),0.795,6
13156,,4022160,2014,Textiles (t),2.859,6
13157,22161,4022161,2014,Textiles (t),34.835,6
13158,,4022162,2014,Textiles (t),0.6,6
13159,22163,4022163,2014,Textiles (t),0.91,6
13160,22164,4022164,2014,Textiles (t),0.127,6
13161,22165,4022165,2014,Textiles (t),0.204,6
13162,,4022166,2014,Textiles (t),2.267,6
13163,,4022167,2014,Textiles (t),7.533,6
13164,,4022168,2014,Textiles (t),0.687,6
13165,22169,4022169,2014,Textiles (t),0.931,6
13166,22170,4022170,2014,Textiles (t),0.942,6
13167,22171,4022171,2014,Textiles (t),0.537,6
13168,22172,4022172,2014,Textiles (t),3.253,6
13169,22173,4022173,2014,Textiles (t),0.461,6
13170,,4022174,2014,Textiles (t),1.598,6
13171,,4022175,2014,Textiles (t),0.624,6
13172,22177,4022177,2014,Textiles (t),1.837,6
13173,,4022178,2014,Textiles (t),0.22,6
13174,22179,4022179,2014,Textiles (t),6.73,6
13175,22180,4022180,2014,Textiles (t),0.97,6
13176,22181,4022181,2014,Textiles (t),0.691,6
13177,22182,4022182,2014,Textiles (t),5.796,6
13178,22183,4022183,2014,Textiles (t),10.165,6
13179,22184,4022184,2014,Textiles (t),183,6
13180,,4022185,2014,Textiles (t),0.539,6
13181,,4022186,2014,Textiles (t),2.973,6
13182,,4022187,2014,Textiles (t),1.833,6
13183,22188,4022188,2014,Textiles (t),0.754,6
13184,22189,4022189,2014,Textiles (t),0.218,6
13185,22190,4022190,2014,Textiles (t),0.508,6
13186,22191,4022191,2014,Textiles (t),1.19,6
13187,,4022192,2014,Textiles (t),2.619,6
13188,22193,4022193,2014,Textiles (t),0.908,6
13189,,4022194,2014,Textiles (t),0.32,6
13190,22195,4022195,2014,Textiles (t),2.152,6
13191,22196,4022196,2014,Textiles (t),6.641,6
13192,22199,4022199,2014,Textiles (t),20.87,6
13193,22200,4022200,2014,Textiles (t),1.303,6
13194,,4022201,2014,Textiles (t),1.219,6
13195,22202,4022202,2014,Textiles (t),0.263,6
13196,22203,4022203,2014,Textiles (t),5.46,6
13197,,4022204,2014,Textiles (t),1.594,6
13198,22205,4022205,2014,Textiles (t),296.89,6
13199,,4022206,2014,Textiles (t),0.802,6
13200,,4022207,2014,Textiles (t),2.364,6
13201,,4022208,2014,Textiles (t),0.226,6
13202,22209,4022209,2014,Textiles (t),122,6
13203,22210,4022210,2014,Textiles (t),5.44,6
13204,,4022211,2014,Textiles (t),2.155,6
13205,,4022212,2014,Textiles (t),1.159,6
13206,22213,4022213,2014,Textiles (t),5.781,6
13207,,4022214,2014,Textiles (t),0.77,6
13208,,4022215,2014,Textiles (t),2.781,6
13209,,4022216,2014,Textiles (t),0.347,6
13210,,4022217,2014,Textiles (t),1.597,6
13211,,4022220,2014,Textiles (t),1.204,6
13212,,4022219,2014,Textiles (t),2.168,6
13213,,4022221,2014,Textiles (t),0.367,6
13214,22222,4022222,2014,Textiles (t),7.903,6
13215,,4022223,2014,Textiles (t),1.35,6
13216,22224,4022224,2014,Textiles (t),5.129,6
13217,,4022225,2014,Textiles (t),4.928,6
13218,22226,4022226,2014,Textiles (t),4.204,6
13219,,4022227,2014,Textiles (t),1.409,6
13220,22001,4022001,2015,Textiles (t),43.74,6
13221,22002,4022002,2015,Textiles (t),315,6
13222,22003,4022003,2015,Textiles (t),9.32,6
13223,,4022004,2015,Textiles (t),0.419,6
13224,22005,4022005,2015,Textiles (t),2.638,6
13225,22006,4022006,2015,Textiles (t),8.935,6
13226,22007,4022007,2015,Textiles (t),16.69,6
13227,,4022009,2015,Textiles (t),7.182,6
13228,22011,4022011,2015,Textiles (t),1.978,6
13229,22013,4022013,2015,Textiles (t),6.39,6
13230,22015,4022015,2015,Textiles (t),0.524,6
13231,22017,4022017,2015,Textiles (t),2.305,6
13232,22018,4022018,2015,Textiles (t),0.673,6
13233,,4022019,2015,Textiles (t),0.458,6
13234,,4022020,2015,Textiles (t),0.957,6
13235,22021,4022021,2015,Textiles (t),0.92,6
13236,22022,4022022,2015,Textiles (t),7.773,6
13237,,4022023,2015,Textiles (t),0.727,6
13238,,4022024,2015,Textiles (t),0.917,6
13239,22025,4022025,2015,Textiles (t),19.14,6
13240,22026,4022026,2015,Textiles (t),0.368,6
13241,,4022027,2015,Textiles (t),1.138,6
13242,,4022028,2015,Textiles (t),0.164,6
13243,22029,4022029,2015,Textiles (t),1.419,6
13244,,4022030,2015,Textiles (t),0.499,6
13245,,4022031,2015,Textiles (t),1.53,6
13246,22032,4022032,2015,Textiles (t),1.503,6
13247,22033,4022033,2015,Textiles (t),2.628,6
13248,22034,4022034,2015,Textiles (t),2.852,6
13249,22035,4022035,2015,Textiles (t),9.43,6
13250,22037,4022037,2015,Textiles (t),2.144,6
13251,22038,4022038,2015,Textiles (t),1.514,6
13252,22039,4022039,2015,Textiles (t),4.15,6
13253,22040,4022040,2015,Textiles (t),1.377,6
13254,,4022041,2015,Textiles (t),4.3,6
13255,22042,4022042,2015,Textiles (t),2.687,6
13256,22043,4022043,2015,Textiles (t),0.576,6
13257,22045,4022045,2015,Textiles (t),0.319,6
13258,,4022046,2015,Textiles (t),0.989,6
13259,22048,4022048,2015,Textiles (t),1.687,6
13260,22047,4022047,2015,Textiles (t),5.793,6
13261,22049,4022049,2015,Textiles (t),1.16,6
13262,22050,4022050,2015,Textiles (t),12.169,6
13263,22051,4022051,2015,Textiles (t),1.944,6
13264,22052,4022052,2015,Textiles (t),0.92,6
13265,22053,4022053,2015,Textiles (t),3.5,6
13266,22054,4022054,2015,Textiles (t),0.532,6
13267,,4022055,2015,Textiles (t),2.788,6
13268,,4022056,2015,Textiles (t),0.578,6
13269,,4022057,2015,Textiles (t),0.548,6
13270,22058,4022058,2015,Textiles (t),1.622,6
13271,22059,4022059,2015,Textiles (t),0.465,6
13272,22060,4022060,2015,Textiles (t),0.453,6
13273,22061,4022061,2015,Textiles (t),5.834,6
13274,22062,4022062,2015,Textiles (t),9.99,6
13275,,4022063,2015,Textiles (t),133,6
13276,22228,4022228,2015,Textiles (t),4.905,6
13277,22064,4022064,2015,Textiles (t),3.455,6
13278,,4022066,2015,Textiles (t),1.952,6
13279,22068,4022068,2015,Textiles (t),2.135,6
13280,,4022069,2015,Textiles (t),0.937,6
13281,,4022070,2015,Textiles (t),1.722,6
13282,22071,4022071,2015,Textiles (t),0.63,6
13283,,4022073,2015,Textiles (t),0.406,6
13284,22074,4022074,2015,Textiles (t),1.855,6
13285,,4022075,2015,Textiles (t),48,6
13286,,4022076,2015,Textiles (t),0.503,6
13287,22078,4022078,2015,Textiles (t),0.272,6
13288,22079,4022079,2015,Textiles (t),2.348,6
13289,,4022080,2015,Textiles (t),1.463,6
13290,22081,4022081,2015,Textiles (t),1.695,6
13291,,4022082,2015,Textiles (t),403,6
13292,,4022083,2015,Textiles (t),1.538,6
13293,,4022084,2015,Textiles (t),0.595,6
13294,,4022085,2015,Textiles (t),0.331,6
13295,,4022086,2015,Textiles (t),0.809,6
13296,22087,4022087,2015,Textiles (t),906,6
13297,,4022088,2015,Textiles (t),2.488,6
13298,22089,4022089,2015,Textiles (t),1.946,6
13299,,4022090,2015,Textiles (t),0.264,6
13300,22091,4022091,2015,Textiles (t),0.978,6
13301,22092,4022092,2015,Textiles (t),13.906,6
13302,22093,4022093,2015,Textiles (t),1.527,6
13303,,4022094,2015,Textiles (t),0.163,6
13304,22095,4022095,2015,Textiles (t),2.487,6
13305,,4022096,2015,Textiles (t),0.402,6
13306,22097,4022097,2015,Textiles (t),1.101,6
13307,22098,4022098,2015,Textiles (t),2.368,6
13308,,4022099,2015,Textiles (t),0.369,6
13309,,4022100,2015,Textiles (t),0.332,6
13310,,4022101,2015,Textiles (t),0.73,6
13311,22102,4022102,2015,Textiles (t),3.49,6
13312,22103,4022103,2015,Textiles (t),12.678,6
13313,22229,4022229,2015,Textiles (t),3.567,6
13314,22104,4022104,2015,Textiles (t),4.802,6
13315,,4022105,2015,Textiles (t),0.829,6
13316,22106,4022106,2015,Textiles (t),1.24,6
13317,22108,4022108,2015,Textiles (t),2.725,6
13318,,4022109,2015,Textiles (t),1.41,6
13319,,4022110,2015,Textiles (t),6.684,6
13320,,4022111,2015,Textiles (t),0.966,6
13321,22112,4022112,2015,Textiles (t),0.179,6
13322,22113,4022113,2015,Textiles (t),2.422,6
13323,22114,4022114,2015,Textiles (t),1.515,6
13324,22115,4022115,2015,Textiles (t),1.56,6
13325,22116,4022116,2015,Textiles (t),12.42,6
13326,22117,4022117,2015,Textiles (t),14.231,6
13327,22118,4022118,2015,Textiles (t),7.723,6
13328,22120,4022120,2015,Textiles (t),1.872,6
13329,,4022121,2015,Textiles (t),1.942,6
13330,,4022122,2015,Textiles (t),0.328,6
13331,22123,4022123,2015,Textiles (t),8.719,6
13332,22124,4022124,2015,Textiles (t),2.27,6
13333,,4022125,2015,Textiles (t),0.847,6
13334,,4022126,2015,Textiles (t),6.39,6
13335,22127,4022127,2015,Textiles (t),2.614,6
13336,22128,4022128,2015,Textiles (t),8.288,6
13337,22129,4022129,2015,Textiles (t),1.19,6
13338,22130,4022130,2015,Textiles (t),0.91,6
13339,22131,4022131,2015,Textiles (t),4.141,6
13340,,4022132,2015,Textiles (t),2.19,6
13341,,4022133,2015,Textiles (t),0.13,6
13342,,4022134,2015,Textiles (t),2.206,6
13343,22136,4022136,2015,Textiles (t),3.517,6
13344,22137,4022137,2015,Textiles (t),2.946,6
13345,22138,4022138,2015,Textiles (t),0.548,6
13346,22139,4022139,2015,Textiles (t),3304,6
13347,,4022140,2015,Textiles (t),1.684,6
13348,22142,4022142,2015,Textiles (t),0.972,6
13349,22143,4022143,2015,Textiles (t),10.403,6
13350,22144,4022144,2015,Textiles (t),2.33,6
13351,,4022145,2015,Textiles (t),3.252,6
13352,22230,4022230,2015,Textiles (t),10.598,6
13353,22147,4022147,2015,Textiles (t),12.823,6
13354,,4022148,2015,Textiles (t),0.541,6
13355,,4022149,2015,Textiles (t),0.248,6
13356,22150,4022150,2015,Textiles (t),4.371,6
13357,,4022151,2015,Textiles (t),1.988,6
13358,,4022152,2015,Textiles (t),1.778,6
13359,22153,4022153,2015,Textiles (t),9.832,6
13360,,4022154,2015,Textiles (t),0.897,6
13361,22155,4022155,2015,Textiles (t),2.315,6
13362,22156,4022156,2015,Textiles (t),3.5,6
13363,22157,4022157,2015,Textiles (t),0.483,6
13364,,4022158,2015,Textiles (t),2.189,6
13365,22135,4022135,2015,Textiles (t),3.91,6
13366,22159,4022159,2015,Textiles (t),1.16,6
13367,,4022160,2015,Textiles (t),5.32,6
13368,22161,4022161,2015,Textiles (t),38.676,6
13369,,4022162,2015,Textiles (t),0.89,6
13370,22163,4022163,2015,Textiles (t),1.345,6
13371,22164,4022164,2015,Textiles (t),0.211,6
13372,22165,4022165,2015,Textiles (t),0.612,6
13373,22231,4022231,2015,Textiles (t),2.541,6
13374,,4022167,2015,Textiles (t),11.39,6
13375,,4022168,2015,Textiles (t),0.74,6
13376,22169,4022169,2015,Textiles (t),1.364,6
13377,22170,4022170,2015,Textiles (t),1.367,6
13378,22171,4022171,2015,Textiles (t),1.603,6
13379,22172,4022172,2015,Textiles (t),3.923,6
13380,22173,4022173,2015,Textiles (t),0.674,6
13381,,4022174,2015,Textiles (t),2.473,6
13382,22177,4022177,2015,Textiles (t),207,6
13383,,4022178,2015,Textiles (t),0.652,6
13384,22179,4022179,2015,Textiles (t),2.354,6
13385,22180,4022180,2015,Textiles (t),0.98,6
13386,22181,4022181,2015,Textiles (t),105,6
13387,22182,4022182,2015,Textiles (t),1.952,6
13388,22183,4022183,2015,Textiles (t),685,6
13389,22184,4022184,2015,Textiles (t),1.115,6
