,Municipality,ref: ISTAT,year,Waste type,Quantity,category
13701,22127.0,4022127,2017,Textiles (t),2.139,6.0
13702,22128.0,4022128,2017,Textiles (t),7.951,6.0
13703,22129.0,4022129,2017,Textiles (t),0.47,6.0
13704,22130.0,4022130,2017,Textiles (t),0.349,6.0
13705,22131.0,4022131,2017,Textiles (t),3.318,6.0
13706,,4022133,2017,Textiles (t),0.395,6.0
13707,,4022134,2017,Textiles (t),2.224,6.0
13708,22136.0,4022136,2017,Textiles (t),2.419,6.0
13709,22137.0,4022137,2017,Textiles (t),2.778,6.0
13710,22138.0,4022138,2017,Textiles (t),0.921,6.0
13711,22139.0,4022139,2017,Textiles (t),100.682,6.0
13712,,4022234,2017,Textiles (t),3.15,6.0
13713,22142.0,4022142,2017,Textiles (t),0.359,6.0
13714,22143.0,4022143,2017,Textiles (t),17.228,6.0
13715,22144.0,4022144,2017,Textiles (t),2.637,6.0
13716,,4022244,2017,Textiles (t),4.025,6.0
13717,,4022145,2017,Textiles (t),3.618,6.0
13718,22230.0,4022230,2017,Textiles (t),16.934,6.0
13719,22147.0,4022147,2017,Textiles (t),12.961,6.0
13720,,4022245,2017,Textiles (t),5.182,6.0
13721,22150.0,4022150,2017,Textiles (t),5.098,6.0
13722,,4022152,2017,Textiles (t),2.884,6.0
13723,22153.0,4022153,2017,Textiles (t),4.931,6.0
13724,,4022154,2017,Textiles (t),1.427,6.0
13725,22155.0,4022155,2017,Textiles (t),3.721,6.0
13726,22156.0,4022156,2017,Textiles (t),1.351,6.0
13727,22157.0,4022157,2017,Textiles (t),0.19,6.0
13728,22135.0,4022135,2017,Textiles (t),5.89,6.0
13729,22159.0,4022159,2017,Textiles (t),1.837,6.0
13730,,4022160,2017,Textiles (t),3.106,6.0
13731,22161.0,4022161,2017,Textiles (t),65.114,6.0
13732,,4022162,2017,Textiles (t),1.391,6.0
13733,22163.0,4022163,2017,Textiles (t),2.167,6.0
13734,22164.0,4022164,2017,Textiles (t),0.108,6.0
13735,22165.0,4022165,2017,Textiles (t),0.237,6.0
13736,22231.0,4022231,2017,Textiles (t),4.228,6.0
13737,,4022167,2017,Textiles (t),5.972,6.0
13738,,4022168,2017,Textiles (t),2.367,6.0
13739,22169.0,4022169,2017,Textiles (t),2.167,6.0
13740,22170.0,4022170,2017,Textiles (t),2.285,6.0
13741,22171.0,4022171,2017,Textiles (t),0.623,6.0
13742,22172.0,4022172,2017,Textiles (t),3.041,6.0
13743,22246.0,4022246,2017,Textiles (t),7.242,6.0
13744,22173.0,4022173,2017,Textiles (t),1.074,6.0
13745,,4022176,2017,Textiles (t),0.45,6.0
13746,22177.0,4022177,2017,Textiles (t),1.703,6.0
13747,22179.0,4022179,2017,Textiles (t),3.859,6.0
13748,22180.0,4022180,2017,Textiles (t),2.618,6.0
13749,22181.0,4022181,2017,Textiles (t),1.631,6.0
13750,22182.0,4022182,2017,Textiles (t),3.241,6.0
13751,22183.0,4022183,2017,Textiles (t),10.006,6.0
13752,22184.0,4022184,2017,Textiles (t),1.836,6.0
13753,22188.0,4022188,2017,Textiles (t),0.886,6.0
13754,22189.0,4022189,2017,Textiles (t),0.251,6.0
13755,22190.0,4022190,2017,Textiles (t),1.801,6.0
13756,22191.0,4022191,2017,Textiles (t),1.001,6.0
13757,22193.0,4022193,2017,Textiles (t),1.815,6.0
13758,22195.0,4022195,2017,Textiles (t),1.858,6.0
13759,22196.0,4022196,2017,Textiles (t),8.16,6.0
13760,22199.0,4022199,2017,Textiles (t),7.839,6.0
13761,22200.0,4022200,2017,Textiles (t),3.017,6.0
13762,22202.0,4022202,2017,Textiles (t),0.312,6.0
13763,22203.0,4022203,2017,Textiles (t),6.4,6.0
13764,22247.0,4022247,2017,Textiles (t),4.727,6.0
13765,22205.0,4022205,2017,Textiles (t),336.33,6.0
13766,22232.0,4022232,2017,Textiles (t),2.728,6.0
13767,22209.0,4022209,2017,Textiles (t),1.091,6.0
13768,22210.0,4022210,2017,Textiles (t),6.62,6.0
13769,22248.0,4022248,2017,Textiles (t),9.972,6.0
13770,,4022211,2017,Textiles (t),2.456,6.0
13771,22213.0,4022213,2017,Textiles (t),4.995,6.0
13772,,4022216,2017,Textiles (t),1.068,6.0
13773,,4022217,2017,Textiles (t),4.142,6.0
13774,,4022249,2017,Textiles (t),11.203,6.0
13775,22222.0,4022222,2017,Textiles (t),6.814,6.0
13776,22224.0,4022224,2017,Textiles (t),6.04,6.0
13777,,4022225,2017,Textiles (t),3.374,6.0
13778,22226.0,4022226,2017,Textiles (t),5.008,6.0
13779,22001.0,4022001,2018,Textiles (t),32.28,6.0
13780,22002.0,4022002,2018,Textiles (t),5.947,6.0
13781,22003.0,4022003,2018,Textiles (t),12.712,6.0
13782,22235.0,4022235,2018,Textiles (t),7.038,6.0
13783,,4022236,2018,Textiles (t),19.005,6.0
13784,22237.0,4022237,2018,Textiles (t),1.678,6.0
13785,22005.0,4022005,2018,Textiles (t),16.767,6.0
13786,22006.0,4022006,2018,Textiles (t),5.621,6.0
13787,22007.0,4022007,2018,Textiles (t),14.77,6.0
13788,,4022009,2018,Textiles (t),22.489,6.0
13789,22011.0,4022011,2018,Textiles (t),6.191,6.0
13790,22013.0,4022013,2018,Textiles (t),4.334,6.0
13791,22015.0,4022015,2018,Textiles (t),0.125,6.0
13792,22017.0,4022017,2018,Textiles (t),2.526,6.0
13793,22018.0,4022018,2018,Textiles (t),0.798,6.0
13794,22021.0,4022021,2018,Textiles (t),1.039,6.0
13795,22238.0,4022238,2018,Textiles (t),2.952,6.0
13796,22239.0,4022239,2018,Textiles (t),1.054,6.0
13797,22022.0,4022022,2018,Textiles (t),3.534,6.0
13798,22025.0,4022025,2018,Textiles (t),6.5,6.0
13799,22026.0,4022026,2018,Textiles (t),0.672,6.0
13800,,4022027,2018,Textiles (t),2.063,6.0
13801,22029.0,4022029,2018,Textiles (t),1.483,6.0
13802,,4022030,2018,Textiles (t),0.863,6.0
13803,22032.0,4022032,2018,Textiles (t),8.202,6.0
13804,22033.0,4022033,2018,Textiles (t),2.003,6.0
13805,22034.0,4022034,2018,Textiles (t),15.616,6.0
13806,22035.0,4022035,2018,Textiles (t),10.211,6.0
13807,22037.0,4022037,2018,Textiles (t),3.803,6.0
13808,22038.0,4022038,2018,Textiles (t),0.494,6.0
13809,22039.0,4022039,2018,Textiles (t),4.51,6.0
13810,22040.0,4022040,2018,Textiles (t),1.526,6.0
13811,,4022041,2018,Textiles (t),4.781,6.0
13812,22042.0,4022042,2018,Textiles (t),3.03,6.0
13813,22043.0,4022043,2018,Textiles (t),0.036,6.0
13814,22045.0,4022045,2018,Textiles (t),0.349,6.0
13815,22240.0,4022240,2018,Textiles (t),0.757,6.0
13816,,4022046,2018,Textiles (t),1.727,6.0
13817,22048.0,4022048,2018,Textiles (t),0.321,6.0
13818,22047.0,4022047,2018,Textiles (t),6.641,6.0
13819,22049.0,4022049,2018,Textiles (t),0.277,6.0
13820,22050.0,4022050,2018,Textiles (t),14.022,6.0
13821,22051.0,4022051,2018,Textiles (t),3.581,6.0
13822,22052.0,4022052,2018,Textiles (t),2.747,6.0
13823,22053.0,4022053,2018,Textiles (t),12.147,6.0
13824,22054.0,4022054,2018,Textiles (t),0.463,6.0
13825,22241.0,4022241,2018,Textiles (t),9.689,6.0
13826,22058.0,4022058,2018,Textiles (t),2.823,6.0
13827,22059.0,4022059,2018,Textiles (t),0.058,6.0
13828,22060.0,4022060,2018,Textiles (t),0.81,6.0
13829,22061.0,4022061,2018,Textiles (t),14.677,6.0
13830,22062.0,4022062,2018,Textiles (t),18.058,6.0
13831,,4022063,2018,Textiles (t),1.747,6.0
13832,22228.0,4022228,2018,Textiles (t),5.497,6.0
13833,22064.0,4022064,2018,Textiles (t),1.721,6.0
13834,,4022242,2018,Textiles (t),3.81,6.0
13835,22068.0,4022068,2018,Textiles (t),1.236,6.0
13836,,4022070,2018,Textiles (t),2.029,6.0
13837,22071.0,4022071,2018,Textiles (t),1.121,6.0
13838,22074.0,4022074,2018,Textiles (t),3.148,6.0
13839,22233.0,4022233,2018,Textiles (t),2.781,6.0
13840,22078.0,4022078,2018,Textiles (t),0.172,6.0
13841,22079.0,4022079,2018,Textiles (t),1.485,6.0
13842,,4022080,2018,Textiles (t),2.803,6.0
13843,22081.0,4022081,2018,Textiles (t),6.609,6.0
13844,,4022083,2018,Textiles (t),1.687,6.0
13845,,4022085,2018,Textiles (t),1.795,6.0
13846,22087.0,4022087,2018,Textiles (t),10.34,6.0
13847,,4022088,2018,Textiles (t),4.562,6.0
13848,22089.0,4022089,2018,Textiles (t),4.787,6.0
13849,,4022090,2018,Textiles (t),1.52,6.0
13850,22091.0,4022091,2018,Textiles (t),1.813,6.0
13851,22092.0,4022092,2018,Textiles (t),10.31,6.0
13852,22093.0,4022093,2018,Textiles (t),1.719,6.0
13853,22095.0,4022095,2018,Textiles (t),0.602,6.0
13854,22097.0,4022097,2018,Textiles (t),0.38,6.0
13855,22098.0,4022098,2018,Textiles (t),2.904,6.0
13856,22102.0,4022102,2018,Textiles (t),3.59,6.0
13857,22103.0,4022103,2018,Textiles (t),36.613,6.0
13858,22229.0,4022229,2018,Textiles (t),2.156,6.0
13859,22104.0,4022104,2018,Textiles (t),39.032,6.0
13860,22106.0,4022106,2018,Textiles (t),2.071,6.0
13861,22108.0,4022108,2018,Textiles (t),3.485,6.0
13862,,4022109,2018,Textiles (t),1.65,6.0
13863,22243.0,4022243,2018,Textiles (t),11.906,6.0
13864,,4022110,2018,Textiles (t),6.354,6.0
13865,,4022111,2018,Textiles (t),1.676,6.0
13866,22112.0,4022112,2018,Textiles (t),0.221,6.0
13867,22113.0,4022113,2018,Textiles (t),1.63,6.0
13868,22114.0,4022114,2018,Textiles (t),1.495,6.0
13869,22115.0,4022115,2018,Textiles (t),0.529,6.0
13870,22116.0,4022116,2018,Textiles (t),22.321,6.0
13871,22117.0,4022117,2018,Textiles (t),28.849,6.0
13872,22118.0,4022118,2018,Textiles (t),9.03,6.0
13873,22120.0,4022120,2018,Textiles (t),10.463,6.0
13874,22123.0,4022123,2018,Textiles (t),10.709,6.0
13875,22124.0,4022124,2018,Textiles (t),1.407,6.0
13876,,4022126,2018,Textiles (t),5.514,6.0
13877,22127.0,4022127,2018,Textiles (t),2.414,6.0
13878,22128.0,4022128,2018,Textiles (t),7.909,6.0
13879,22129.0,4022129,2018,Textiles (t),0.358,6.0
13880,22130.0,4022130,2018,Textiles (t),0.258,6.0
13881,22131.0,4022131,2018,Textiles (t),2.528,6.0
13882,,4022133,2018,Textiles (t),0.666,6.0
13883,,4022134,2018,Textiles (t),2.539,6.0
13884,22136.0,4022136,2018,Textiles (t),2.4,6.0
13885,22137.0,4022137,2018,Textiles (t),2.201,6.0
13886,22138.0,4022138,2018,Textiles (t),0.594,6.0
13887,22139.0,4022139,2018,Textiles (t),79.074,6.0
13888,,4022234,2018,Textiles (t),2.116,6.0
13889,22142.0,4022142,2018,Textiles (t),0.109,6.0
13890,22143.0,4022143,2018,Textiles (t),12.19,6.0
13891,22144.0,4022144,2018,Textiles (t),3.097,6.0
13892,,4022244,2018,Textiles (t),2.704,6.0
13893,22230.0,4022230,2018,Textiles (t),19.187,6.0
13894,22147.0,4022147,2018,Textiles (t),14.75,6.0
13895,,4022245,2018,Textiles (t),2.547,6.0
13896,22150.0,4022150,2018,Textiles (t),1.523,6.0
13897,,4022152,2018,Textiles (t),3.286,6.0
13898,22153.0,4022153,2018,Textiles (t),6.259,6.0
13899,,4022154,2018,Textiles (t),1.607,6.0
13900,22155.0,4022155,2018,Textiles (t),4.208,6.0
13901,22156.0,4022156,2018,Textiles (t),0.999,6.0
13902,22157.0,4022157,2018,Textiles (t),0.15,6.0
13903,22135.0,4022135,2018,Textiles (t),5.04,6.0
13904,22159.0,4022159,2018,Textiles (t),2.081,6.0
13905,,4022160,2018,Textiles (t),6.749,6.0
13906,22161.0,4022161,2018,Textiles (t),76.916,6.0
13907,,4022162,2018,Textiles (t),1.594,6.0
13908,22163.0,4022163,2018,Textiles (t),2.394,6.0
13909,22164.0,4022164,2018,Textiles (t),0.066,6.0
13910,22165.0,4022165,2018,Textiles (t),0.127,6.0
13911,22231.0,4022231,2018,Textiles (t),2.835,6.0
13912,,4022167,2018,Textiles (t),13.041,6.0
13913,,4022168,2018,Textiles (t),4.118,6.0
13914,22169.0,4022169,2018,Textiles (t),2.478,6.0
13915,22170.0,4022170,2018,Textiles (t),2.565,6.0
13916,22171.0,4022171,2018,Textiles (t),0.048,6.0
13917,22172.0,4022172,2018,Textiles (t),6.3,6.0
13918,22246.0,4022246,2018,Textiles (t),4.885,6.0
13919,,4022250,2018,Textiles (t),7.29,6.0
13920,22173.0,4022173,2018,Textiles (t),1.296,6.0
13921,,4022176,2018,Textiles (t),0.88,6.0
13922,22177.0,4022177,2018,Textiles (t),3.509,6.0
13923,22179.0,4022179,2018,Textiles (t),2.607,6.0
13924,22180.0,4022180,2018,Textiles (t),5.49,6.0
13925,22181.0,4022181,2018,Textiles (t),1.829,6.0
13926,22182.0,4022182,2018,Textiles (t),2.189,6.0
13927,22183.0,4022183,2018,Textiles (t),6.624,6.0
13928,22184.0,4022184,2018,Textiles (t),1.255,6.0
13929,22188.0,4022188,2018,Textiles (t),0.365,6.0
13930,22189.0,4022189,2018,Textiles (t),0.118,6.0
13931,22190.0,4022190,2018,Textiles (t),4.067,6.0
13932,22191.0,4022191,2018,Textiles (t),0.64,6.0
13933,22193.0,4022193,2018,Textiles (t),1.65,6.0
13934,22195.0,4022195,2018,Textiles (t),1.536,6.0
13935,22196.0,4022196,2018,Textiles (t),9.406,6.0
13936,22199.0,4022199,2018,Textiles (t),5.348,6.0
13937,22200.0,4022200,2018,Textiles (t),3.354,6.0
13938,22202.0,4022202,2018,Textiles (t),0.117,6.0
13939,22203.0,4022203,2018,Textiles (t),7.69,6.0
13940,22247.0,4022247,2018,Textiles (t),3.241,6.0
13941,22205.0,4022205,2018,Textiles (t),387.59,6.0
13942,22232.0,4022232,2018,Textiles (t),1.806,6.0
13943,22209.0,4022209,2018,Textiles (t),1.205,6.0
13944,22210.0,4022210,2018,Textiles (t),6.95,6.0
13945,22248.0,4022248,2018,Textiles (t),20.821,6.0
13946,,4022211,2018,Textiles (t),2.791,6.0
13947,22213.0,4022213,2018,Textiles (t),5.089,6.0
13948,,4022216,2018,Textiles (t),0.917,6.0
13949,,4022249,2018,Textiles (t),12.47,6.0
13950,22222.0,4022222,2018,Textiles (t),8.616,6.0
13951,22224.0,4022224,2018,Textiles (t),7.96,6.0
13952,,4022225,2018,Textiles (t),6.974,6.0
13953,22226.0,4022226,2018,Textiles (t),5.721,6.0
13954,22001.0,4022001,2019,Textiles (t),26.49,6.0
13955,22002.0,4022002,2019,Textiles (t),8.461,6.0
13956,22003.0,4022003,2019,Textiles (t),17.891,6.0
13957,22235.0,4022235,2019,Textiles (t),9.929,6.0
13958,,4022236,2019,Textiles (t),17.12,6.0
13959,22237.0,4022237,2019,Textiles (t),2.269,6.0
13960,22005.0,4022005,2019,Textiles (t),23.754,6.0
13961,22006.0,4022006,2019,Textiles (t),4.203,6.0
13962,22007.0,4022007,2019,Textiles (t),13.49,6.0
13963,,4022009,2019,Textiles (t),19.28,6.0
13964,22011.0,4022011,2019,Textiles (t),5.31,6.0
13965,22013.0,4022013,2019,Textiles (t),9.398,6.0
13966,22015.0,4022015,2019,Textiles (t),0.113,6.0
13967,22017.0,4022017,2019,Textiles (t),2.446,6.0
13968,22018.0,4022018,2019,Textiles (t),0.744,6.0
13969,22021.0,4022021,2019,Textiles (t),0.99,6.0
13970,22238.0,4022238,2019,Textiles (t),2.834,6.0
13971,22239.0,4022239,2019,Textiles (t),1.039,6.0
13972,22022.0,4022022,2019,Textiles (t),1.58,6.0
13973,22025.0,4022025,2019,Textiles (t),8.14,6.0
13974,22026.0,4022026,2019,Textiles (t),0.932,6.0
13975,,4022027,2019,Textiles (t),2.78,6.0
13976,22029.0,4022029,2019,Textiles (t),1.45,6.0
13977,,4022030,2019,Textiles (t),1.162,6.0
13978,22032.0,4022032,2019,Textiles (t),9.19,6.0
13979,22033.0,4022033,2019,Textiles (t),2.122,6.0
13980,22034.0,4022034,2019,Textiles (t),17.48,6.0
13981,22035.0,4022035,2019,Textiles (t),13.052,6.0
13982,22037.0,4022037,2019,Textiles (t),5.265,6.0
13983,22038.0,4022038,2019,Textiles (t),3.379,6.0
13984,22039.0,4022039,2019,Textiles (t),4.92,6.0
13985,22040.0,4022040,2019,Textiles (t),1.655,6.0
13986,,4022041,2019,Textiles (t),5.114,6.0
13987,22042.0,4022042,2019,Textiles (t),2.951,6.0
13988,22043.0,4022043,2019,Textiles (t),0.118,6.0
13989,22045.0,4022045,2019,Textiles (t),0.346,6.0
13990,22240.0,4022240,2019,Textiles (t),0.745,6.0
13991,,4022046,2019,Textiles (t),2.328,6.0
13992,22048.0,4022048,2019,Textiles (t),0.332,6.0
13993,22047.0,4022047,2019,Textiles (t),7.126,6.0
13994,22049.0,4022049,2019,Textiles (t),0.237,6.0
13995,22050.0,4022050,2019,Textiles (t),14.978,6.0
13996,22051.0,4022051,2019,Textiles (t),4.888,6.0
13997,22052.0,4022052,2019,Textiles (t),3.828,6.0
13998,22053.0,4022053,2019,Textiles (t),17.556,6.0
13999,22054.0,4022054,2019,Textiles (t),0.472,6.0
14000,22241.0,4022241,2019,Textiles (t),13.728,6.0
14001,22058.0,4022058,2019,Textiles (t),4.02,6.0
14002,22059.0,4022059,2019,Textiles (t),0.093,6.0
14003,22060.0,4022060,2019,Textiles (t),1.121,6.0
14004,22061.0,4022061,2019,Textiles (t),12.98,6.0
14005,22062.0,4022062,2019,Textiles (t),24.332,6.0
14006,,4022063,2019,Textiles (t),2.355,6.0
14007,22228.0,4022228,2019,Textiles (t),5.265,6.0
14008,22064.0,4022064,2019,Textiles (t),1.975,6.0
14009,,4022242,2019,Textiles (t),5.046,6.0
14010,22068.0,4022068,2019,Textiles (t),1.905,6.0
14011,,4022070,2019,Textiles (t),2.17,6.0
14012,22071.0,4022071,2019,Textiles (t),1.515,6.0
14013,22074.0,4022074,2019,Textiles (t),4.336,6.0
14014,22233.0,4022233,2019,Textiles (t),3.64,6.0
14015,22078.0,4022078,2019,Textiles (t),0.13,6.0
14016,22079.0,4022079,2019,Textiles (t),1.115,6.0
14017,,4022080,2019,Textiles (t),3.992,6.0
14018,22081.0,4022081,2019,Textiles (t),9.062,6.0
14019,,4022083,2019,Textiles (t),1.596,6.0
14020,,4022085,2019,Textiles (t),1.34,6.0
14021,22087.0,4022087,2019,Textiles (t),11.72,6.0
14022,,4022088,2019,Textiles (t),6.153,6.0
14023,22089.0,4022089,2019,Textiles (t),4.23,6.0
14024,,4022090,2019,Textiles (t),1.13,6.0
14025,22091.0,4022091,2019,Textiles (t),2.467,6.0
14026,22092.0,4022092,2019,Textiles (t),14.539,6.0
14027,22093.0,4022093,2019,Textiles (t),1.66,6.0
14028,22095.0,4022095,2019,Textiles (t),0.477,6.0
14029,22097.0,4022097,2019,Textiles (t),2.568,6.0
14030,22098.0,4022098,2019,Textiles (t),3.12,6.0
14031,22102.0,4022102,2019,Textiles (t),3.13,6.0
14032,22103.0,4022103,2019,Textiles (t),52.249,6.0
14033,22229.0,4022229,2019,Textiles (t),1.603,6.0
14034,22104.0,4022104,2019,Textiles (t),21.54,6.0
14035,22106.0,4022106,2019,Textiles (t),2.797,6.0
14036,22108.0,4022108,2019,Textiles (t),5.052,6.0
14037,,4022109,2019,Textiles (t),1.54,6.0
14038,22243.0,4022243,2019,Textiles (t),16.808,6.0
14039,,4022110,2019,Textiles (t),4.532,6.0
14040,,4022111,2019,Textiles (t),2.259,6.0
14041,22112.0,4022112,2019,Textiles (t),0.225,6.0
14042,22113.0,4022113,2019,Textiles (t),1.86,6.0
14043,22114.0,4022114,2019,Textiles (t),1.772,6.0
14044,22115.0,4022115,2019,Textiles (t),3.592,6.0
14045,22116.0,4022116,2019,Textiles (t),31.755,6.0
14046,22117.0,4022117,2019,Textiles (t),41.548,6.0
14047,22118.0,4022118,2019,Textiles (t),10.06,6.0
14048,22120.0,4022120,2019,Textiles (t),14.965,6.0
14049,22123.0,4022123,2019,Textiles (t),23.55,6.0
14050,22124.0,4022124,2019,Textiles (t),1.047,6.0
14051,22127.0,4022127,2019,Textiles (t),3.365,6.0
14052,22128.0,4022128,2019,Textiles (t),8.546,6.0
14053,22129.0,4022129,2019,Textiles (t),0.247,6.0
14054,22130.0,4022130,2019,Textiles (t),0.176,6.0
14055,22131.0,4022131,2019,Textiles (t),3.774,6.0
14056,,4022133,2019,Textiles (t),0.5,6.0
14057,,4022134,2019,Textiles (t),2.745,6.0
14058,22136.0,4022136,2019,Textiles (t),2.784,6.0
14059,22137.0,4022137,2019,Textiles (t),2.809,6.0
14060,22138.0,4022138,2019,Textiles (t),0.616,6.0
14061,22139.0,4022139,2019,Textiles (t),118.99,6.0
14062,,4022234,2019,Textiles (t),2.046,6.0
14063,22142.0,4022142,2019,Textiles (t),0.193,6.0
14064,22143.0,4022143,2019,Textiles (t),11.887,6.0
14065,22144.0,4022144,2019,Textiles (t),4.076,6.0
14066,,4022244,2019,Textiles (t),2.62,6.0
14067,22230.0,4022230,2019,Textiles (t),25.795,6.0
14068,22147.0,4022147,2019,Textiles (t),15.96,6.0
14069,,4022245,2019,Textiles (t),17.38,6.0
14070,22150.0,4022150,2019,Textiles (t),3.752,6.0
14071,,4022152,2019,Textiles (t),4.429,6.0
14072,22153.0,4022153,2019,Textiles (t),4.686,6.0
14073,,4022154,2019,Textiles (t),2.167,6.0
14074,22155.0,4022155,2019,Textiles (t),5.694,6.0
14075,22156.0,4022156,2019,Textiles (t),0.707,6.0
14076,22157.0,4022157,2019,Textiles (t),0.105,6.0
14077,22135.0,4022135,2019,Textiles (t),6.54,6.0
14078,22159.0,4022159,2019,Textiles (t),2.801,6.0
14079,,4022160,2019,Textiles (t),9.385,6.0
14080,22161.0,4022161,2019,Textiles (t),132.47,6.0
14081,,4022162,2019,Textiles (t),2.149,6.0
14082,22163.0,4022163,2019,Textiles (t),3.25,6.0
14083,22164.0,4022164,2019,Textiles (t),0.441,6.0
14084,22165.0,4022165,2019,Textiles (t),0.125,6.0
14085,22231.0,4022231,2019,Textiles (t),2.758,6.0
14086,,4022167,2019,Textiles (t),18.566,6.0
14087,,4022168,2019,Textiles (t),3.07,6.0
14088,22169.0,4022169,2019,Textiles (t),3.294,6.0
14089,22170.0,4022170,2019,Textiles (t),3.466,6.0
14090,22171.0,4022171,2019,Textiles (t),0.316,6.0
14091,22172.0,4022172,2019,Textiles (t),8.767,6.0
14092,22246.0,4022246,2019,Textiles (t),4.679,6.0
14093,,4022250,2019,Textiles (t),7.79,6.0
14094,22173.0,4022173,2019,Textiles (t),1.786,6.0
14095,,4022176,2019,Textiles (t),0.93,6.0
14096,22177.0,4022177,2019,Textiles (t),4.899,6.0
14097,22179.0,4022179,2019,Textiles (t),2.518,6.0
14098,22180.0,4022180,2019,Textiles (t),7.763,6.0
14099,22181.0,4022181,2019,Textiles (t),2.461,6.0
14100,22182.0,4022182,2019,Textiles (t),2.168,6.0
14101,22183.0,4022183,2019,Textiles (t),6.434,6.0
14102,22184.0,4022184,2019,Textiles (t),0.876,6.0
14103,22188.0,4022188,2019,Textiles (t),0.438,6.0
14104,22189.0,4022189,2019,Textiles (t),0.133,6.0
14105,22190.0,4022190,2019,Textiles (t),2.24,6.0
14106,22191.0,4022191,2019,Textiles (t),0.476,6.0
14107,22193.0,4022193,2019,Textiles (t),2.12,6.0
14108,,4022251,2019,Textiles (t),17.38,6.0
14109,22195.0,4022195,2019,Textiles (t),1.596,6.0
14110,22196.0,4022196,2019,Textiles (t),10.221,6.0
14111,22199.0,4022199,2019,Textiles (t),5.194,6.0
14112,22200.0,4022200,2019,Textiles (t),4.532,6.0
14113,22202.0,4022202,2019,Textiles (t),0.155,6.0
14114,22203.0,4022203,2019,Textiles (t),8.67,6.0
14115,22247.0,4022247,2019,Textiles (t),3.18,6.0
14116,22205.0,4022205,2019,Textiles (t),447.92,6.0
14117,22232.0,4022232,2019,Textiles (t),1.758,6.0
14118,22209.0,4022209,2019,Textiles (t),1.306,6.0
14119,22210.0,4022210,2019,Textiles (t),8.63,6.0
14120,22248.0,4022248,2019,Textiles (t),29.731,6.0
14121,,4022211,2019,Textiles (t),2.986,6.0
14122,22213.0,4022213,2019,Textiles (t),4.317,6.0
14123,,4022216,2019,Textiles (t),1.38,6.0
14124,,4022249,2019,Textiles (t),16.698,6.0
14125,22222.0,4022222,2019,Textiles (t),13.303,6.0
14126,22224.0,4022224,2019,Textiles (t),10.63,6.0
14127,22226.0,4022226,2019,Textiles (t),6.189,6.0
14128,22001.0,4022001,2020,Textiles (t),40.16,6.0
14129,22002.0,4022002,2020,Textiles (t),8.259,6.0
14130,22003.0,4022003,2020,Textiles (t),17.513,6.0
14131,22235.0,4022235,2020,Textiles (t),9.456,6.0
14132,,4022236,2020,Textiles (t),18.18,6.0
14133,22237.0,4022237,2020,Textiles (t),1.799,6.0
14134,22005.0,4022005,2020,Textiles (t),19.085,6.0
14135,22006.0,4022006,2020,Textiles (t),12.699,6.0
14136,22007.0,4022007,2020,Textiles (t),12.03,6.0
14137,,4022009,2020,Textiles (t),17.439,6.0
14138,22011.0,4022011,2020,Textiles (t),4.791,6.0
14139,22013.0,4022013,2020,Textiles (t),7.707,6.0
14140,22015.0,4022015,2020,Textiles (t),0.184,6.0
14141,22017.0,4022017,2020,Textiles (t),2.485,6.0
14142,22018.0,4022018,2020,Textiles (t),0.72,6.0
14143,22021.0,4022021,2020,Textiles (t),0.971,6.0
14144,22238.0,4022238,2020,Textiles (t),2.882,6.0
14145,,4022252,2020,Textiles (t),8.345,6.0
14146,22239.0,4022239,2020,Textiles (t),1.076,6.0
14147,22022.0,4022022,2020,Textiles (t),2.677,6.0
14148,22025.0,4022025,2020,Textiles (t),7.77,6.0
14149,22026.0,4022026,2020,Textiles (t),0.743,6.0
14150,22029.0,4022029,2020,Textiles (t),1.367,6.0
14151,22032.0,4022032,2020,Textiles (t),8.303,6.0
14152,22033.0,4022033,2020,Textiles (t),3.148,6.0
14153,22034.0,4022034,2020,Textiles (t),15.847,6.0
14154,22035.0,4022035,2020,Textiles (t),14.411,6.0
14155,22037.0,4022037,2020,Textiles (t),4.247,6.0
14156,22038.0,4022038,2020,Textiles (t),5.037,6.0
14157,22039.0,4022039,2020,Textiles (t),5.62,6.0
14158,22040.0,4022040,2020,Textiles (t),1.687,6.0
14159,22042.0,4022042,2020,Textiles (t),2.586,6.0
14160,22043.0,4022043,2020,Textiles (t),0.2,6.0
14161,22045.0,4022045,2020,Textiles (t),0.344,6.0
14162,22240.0,4022240,2020,Textiles (t),1.261,6.0
14163,22048.0,4022048,2020,Textiles (t),0.543,6.0
14164,22047.0,4022047,2020,Textiles (t),7.025,6.0
14165,22049.0,4022049,2020,Textiles (t),0.412,6.0
14166,22050.0,4022050,2020,Textiles (t),14.369,6.0
14167,22051.0,4022051,2020,Textiles (t),3.808,6.0
14168,22052.0,4022052,2020,Textiles (t),3.536,6.0
14169,22053.0,4022053,2020,Textiles (t),16.675,6.0
14170,22054.0,4022054,2020,Textiles (t),0.564,6.0
14171,22241.0,4022241,2020,Textiles (t),12.72,6.0
14172,22058.0,4022058,2020,Textiles (t),3.933,6.0
14173,22059.0,4022059,2020,Textiles (t),0.152,6.0
14174,22060.0,4022060,2020,Textiles (t),0.908,6.0
14175,22061.0,4022061,2020,Textiles (t),12.722,6.0
14176,22062.0,4022062,2020,Textiles (t),20.08,6.0
14177,22228.0,4022228,2020,Textiles (t),4.955,6.0
